date,state,"US job postings, 2020 vs. 2019, % gap in trend"
2020-02-02,tx,-0.0799840031993626
2020-02-02,va,0
2020-02-02,wv,0.450901803607207
2020-02-02,il,0.0999800039992005
2020-02-02,in,-0.0600420294205928
2020-02-02,ia,-0.139804274016375
2020-02-02,ks,0.0800080008000803
2020-02-02,mi,0.25025025025025
2020-02-02,mn,-0.089847259658582
2020-02-02,mo,-0.249700359568517
2020-02-02,ne,-0.0997804829375282
2020-02-02,nd,-0.457574853277631
2020-02-02,oh,0.180252353294619
2020-02-02,sd,0.20981116994705
2020-02-02,wi,0.270243218897015
2020-02-02,ct,-0.109791396346937
2020-02-02,me,-0.289190267251704
2020-02-02,ma,-0.279246035703606
2020-02-02,nh,-0.418869053555404
2020-02-02,nj,-0.0798961350244709
2020-02-02,ny,-0.059946048556303
2020-02-02,pa,-0.00998502246630784
2020-02-02,ri,1.56313438895657
2020-02-02,vt,-0.169576059850374
2020-02-03,ak,-0.49632717887631
2020-02-03,az,0.289739234688779
2020-02-03,ca,0.0698672522207788
2020-02-03,co,0.0299222022740908
2020-02-03,hi,0.289334530579666
2020-02-03,id,-0.535236396074934
2020-02-03,mt,-0.327803715108765
2020-02-03,nv,-0.339287496257845
2020-02-03,nm,0.69075983581941
2020-02-03,or,0.520260130065031
2020-02-03,ut,0.0100140196274801
2020-02-03,wa,-0.74235375631001
2020-02-03,wy,-0.0594648166501455
2020-02-03,al,1.08717535735856
2020-02-03,ar,0.697419547673594
2020-02-03,dc,0.0099462900338132
2020-02-03,de,0.0898382910760498
2020-02-03,fl,0.13981823629281
2020-02-03,ga,0.752256770310922
2020-02-03,ky,1.31260096930532
2020-02-03,la,0.641346828339517
2020-02-03,md,0.199660577019078
2020-02-03,ms,0.479904019196176
2020-02-03,nc,0.371411363180085
2020-02-03,ok,1.39979859013091
2020-02-03,sc,0.320032003200321
2020-02-03,tn,0.704792589609338
2020-02-03,tx,0.0299999999999967
2020-02-03,va,0.190076030412167
2020-02-03,wv,0.864321608040197
2020-02-03,il,0.430172068827539
2020-02-03,in,0.160336707084885
2020-02-03,ia,-0.109758531231285
2020-02-03,ks,0.230069020706214
2020-02-03,mi,0.621367007416329
2020-02-03,mn,0.149730485126764
2020-02-03,mo,-0.439034124925164
2020-02-03,ne,0.00996115150913024
2020-02-03,nd,-0.387288977159883
2020-02-03,oh,0.461476725521659
2020-02-03,sd,0.529100529100535
2020-02-03,wi,0.741185897435903
2020-02-03,ct,0.0498156819766837
2020-02-03,me,-0.31834460803819
2020-02-03,ma,-0.2985371678774
2020-02-03,nh,-0.547972501743565
2020-02-03,nj,0
2020-02-03,ny,0.159696576504631
2020-02-03,pa,0.129675810473806
2020-02-03,ri,3.15431398824861
2020-02-03,vt,-0.208913649025066
2020-02-04,ak,-0.732238274292507
2020-02-04,az,0.339626410947957
2020-02-04,ca,-0.0597966912497583
2020-02-04,co,0.039848575413437
2020-02-04,hi,0.149447045930051
2020-02-04,id,-0.661532385466035
2020-02-04,mt,-0.712377560106858
2020-02-04,nv,-0.578438216814603
2020-02-04,nm,0.841009211053256
2020-02-04,or,0.499600319744209
2020-02-04,ut,0.150451354062175
2020-02-04,wa,-1.26893566791264
2020-02-04,wy,-0.266167192429023
2020-02-04,al,1.55728587319244
2020-02-04,ar,0.904752435871936
2020-02-04,dc,-0.267697798929201
2020-02-04,de,0.0598384362221926
2020-02-04,fl,0.1297793750624
2020-02-04,ga,0.944154278826836
2020-02-04,ky,1.88794153471377
2020-02-04,la,0.893215576073869
2020-02-04,md,0.0797289216663222
2020-02-04,ms,0.599820053983802
2020-02-04,nc,0.402252614641996
2020-02-04,ok,1.79652805813484
2020-02-04,sc,0.430344275420325
2020-02-04,tn,1.0411402001415
2020-02-04,tx,0.0200020002000256
2020-02-04,va,0.270432692307687
2020-02-04,wv,1.30105900151285
2020-02-04,il,0.540378264785346
2020-02-04,in,0.170665595823705
2020-02-04,ia,-0.388407529130563
2020-02-04,ks,0.199980001999789
2020-02-04,mi,0.862760834670939
2020-02-04,mn,0.119700748129681
2020-02-04,mo,-0.579073482428116
2020-02-04,ne,-0.268282988871216
2020-02-04,nd,-0.791608945181077
2020-02-04,oh,0.683967008650166
2020-02-04,sd,0.238758456028654
2020-02-04,wi,0.871306960440665
2020-02-04,ct,-0.119331742243445
2020-02-04,me,-0.684727597499257
2020-02-04,ma,-0.536139793486889
2020-02-04,nh,-0.865843949044587
2020-02-04,nj,-0.178979815054181
2020-02-04,ny,0
2020-02-04,pa,0.0199143682166669
2020-02-04,ri,3.18064848172928
2020-02-04,vt,-0.674135025280065
2020-02-05,ak,-0.976138828633399
2020-02-05,az,0.249401436552277
2020-02-05,ca,-0.129391858266148
2020-02-05,co,-0.119260584376868
2020-02-05,hi,0.00994233446014459
2020-02-05,id,-0.825715128280746
2020-02-05,mt,-1.08342361863488
2020-02-05,nv,-0.508677438659488
2020-02-05,nm,0.67006700670067
2020-02-05,or,0.288758339141681
2020-02-05,ut,0
2020-02-05,wa,-1.84714620797497
2020-02-05,wy,-0.947080648310872
2020-02-05,al,1.77358873011046
2020-02-05,ar,1.09137811290803
2020-02-05,dc,-0.247353319481547
2020-02-05,de,0.0398565165404596
2020-02-05,fl,0.119784388101407
2020-02-05,ga,1.09635888151278
2020-02-05,ky,2.61731929250588
2020-02-05,la,1.15670891168778
2020-02-05,md,0.0995718410833346
2020-02-05,ms,0.479376810146803
2020-02-05,nc,0.5441902650408
2020-02-05,ok,2.07154405820535
2020-02-05,sc,0.692284538978627
2020-02-05,tn,1.35039090262972
2020-02-05,tx,-0.0299999999999967
2020-02-05,va,0.360829908790228
2020-02-05,wv,1.51775776586056
2020-02-05,il,0.640768922707258
2020-02-05,in,0.311745776347538
2020-02-05,ia,-0.705274659779487
2020-02-05,ks,0.10995601759296
2020-02-05,mi,0.983639466024289
2020-02-05,mn,0.149551345962129
2020-02-05,mo,-0.689241833982612
2020-02-05,ne,-0.465623142460869
2020-02-05,nd,-1.11516826211389
2020-02-05,oh,0.826529583711322
2020-02-05,sd,-0.0892237533458906
2020-02-05,wi,1.06212424849699
2020-02-05,ct,-0.228333167874517
2020-02-05,me,-0.882498760535444
2020-02-05,ma,-0.614713464207817
2020-02-05,nh,-1.4974216580722
2020-02-05,nj,-0.376984126984126
2020-02-05,ny,-0.0796336850487744
2020-02-05,pa,0
2020-02-05,ri,3.27059549521751
2020-02-05,vt,-0.891972249752238
2020-02-06,ak,-0.964661876168915
2020-02-06,az,0.369261477045901
2020-02-06,ca,0
2020-02-06,co,-0.0595829195630615
2020-02-06,hi,-0.0596065964633463
2020-02-06,id,-0.832517140058764
2020-02-06,mt,-0.582831176528698
2020-02-06,nv,-0.299341448812607
2020-02-06,nm,0.639872025594879
2020-02-06,or,0.678371907422193
2020-02-06,ut,-0.0901622921258172
2020-02-06,wa,-1.69110459433041
2020-02-06,wy,-0.313080911848151
2020-02-06,al,2.36324742793113
2020-02-06,ar,1.78660049627792
2020-02-06,dc,-0.158134018580758
2020-02-06,de,0.00995520159281504
2020-02-06,fl,0.33996600339965
2020-02-06,ga,1.44225920322743
2020-02-06,ky,3.54310433618292
2020-02-06,la,1.65522809850627
2020-02-06,md,0.308857228255466
2020-02-06,ms,0.72000000000001
2020-02-06,nc,0.929950470029306
2020-02-06,ok,2.73833671399595
2020-02-06,sc,1.18783974229917
2020-02-06,tn,1.92837465564739
2020-02-06,tx,0.130260521042103
2020-02-06,va,0.642441276852046
2020-02-06,wv,2.16551443676292
2020-02-06,il,0.942733928392347
2020-02-06,in,0.90680100755669
2020-02-06,ia,-0.724997517131798
2020-02-06,ks,0.360685302073938
2020-02-06,mi,1.37702281636345
2020-02-06,mn,0.189243027888453
2020-02-06,mo,-0.570399279495659
2020-02-06,ne,-0.583638342071424
2020-02-06,nd,-1.05543499704083
2020-02-06,oh,1.2546797531114
2020-02-06,sd,0.168767993646379
2020-02-06,wi,1.45494681918523
2020-02-06,ct,-0.198314328210203
2020-02-06,me,-0.862239841427159
2020-02-06,ma,-0.535024274249485
2020-02-06,nh,-1.67475968684967
2020-02-06,nj,-0.376871962709502
2020-02-06,ny,-0.119402985074635
2020-02-06,pa,0.279134682484306
2020-02-06,ri,5.33361221501778
2020-02-06,vt,-0.792942808999897
2020-02-07,ak,-0.885042777067546
2020-02-07,az,0.359317297135453
2020-02-07,ca,0
2020-02-07,co,-0.54520222045995
2020-02-07,hi,-0.416749355030765
2020-02-07,id,-1.06310348190773
2020-02-07,mt,-0.306991483462071
2020-02-07,nv,-0.119988001199889
2020-02-07,nm,0.609695152423795
2020-02-07,or,0.889199720251765
2020-02-07,ut,-0.430301210847606
2020-02-07,wa,-1.65200391006842
2020-02-07,wy,-0.12726382770436
2020-02-07,al,2.58823529411765
2020-02-07,ar,2.24339884852096
2020-02-07,dc,-0.00987361769352324
2020-02-07,de,-0.129288910989556
2020-02-07,fl,0.300270243218903
2020-02-07,ga,1.5162235924391
2020-02-07,ky,4.10447761194028
2020-02-07,la,1.70896956213975
2020-02-07,md,0.398446060364588
2020-02-07,ms,0.480240120060027
2020-02-07,nc,1.05359132813292
2020-02-07,ok,3.23433685923515
2020-02-07,sc,1.38341916590932
2020-02-07,tn,2.1505376344086
2020-02-07,tx,0.10031096398837
2020-02-07,va,0.793890061300373
2020-02-07,wv,2.59289505920786
2020-02-07,il,0.923231309583539
2020-02-07,in,1.09967715899919
2020-02-07,ia,-0.863437872171502
2020-02-07,ks,-0.852814287147596
2020-02-07,mi,1.46881287726357
2020-02-07,mn,0.209163346613539
2020-02-07,mo,-1.89302884615384
2020-02-07,ne,-0.820320221387638
2020-02-07,nd,-1.22263853283375
2020-02-07,oh,1.42045454545454
2020-02-07,sd,0.338106603023069
2020-02-07,wi,1.63753265019086
2020-02-07,ct,-0.26745913818722
2020-02-07,me,-1.05898653998417
2020-02-07,ma,-0.495000495000497
2020-02-07,nh,-2.1356535495353
2020-02-07,nj,-0.445897740784784
2020-02-07,ny,-0.169019685822236
2020-02-07,pa,0.359138068635279
2020-02-07,ri,7.27639685574675
2020-02-07,vt,-0.773042616451936
2020-02-08,ak,-0.560031440361575
2020-02-08,az,0.259093173891389
2020-02-08,ca,-0.00994727941908691
2020-02-08,co,-1.14635833580393
2020-02-08,hi,-0.713648528099908
2020-02-08,id,-1.38673390224981
2020-02-08,mt,-0.148632580261598
2020-02-08,nv,-0.0699300699300576
2020-02-08,nm,0.429227390696729
2020-02-08,or,0.89829324283861
2020-02-08,ut,-0.679117147707975
2020-02-08,wa,-1.77457098283932
2020-02-08,wy,-0.30264570926487
2020-02-08,al,2.93604352735859
2020-02-08,ar,2.22156104334028
2020-02-08,dc,-0.0295333727111657
2020-02-08,de,-0.416377515614164
2020-02-08,fl,0.220044008801756
2020-02-08,ga,1.61779575328613
2020-02-08,ky,4.49064449064449
2020-02-08,la,1.89252099989881
2020-02-08,md,0.31799662128591
2020-02-08,ms,0.66993300669933
2020-02-08,nc,1.22718052738338
2020-02-08,ok,3.43107310120139
2020-02-08,sc,1.58665992925719
2020-02-08,tn,2.506162695152
2020-02-08,tx,0.120336943441646
2020-02-08,va,0.94462868053462
2020-02-08,wv,3.17460317460316
2020-02-08,il,0.932611311672682
2020-02-08,in,2.32041969330106
2020-02-08,ia,-0.901257799346333
2020-02-08,ks,-0.832664526484761
2020-02-08,mi,1.32570051220249
2020-02-08,mn,0.139151177815333
2020-02-08,mo,-1.87037407481496
2020-02-08,ne,-1.24987698061214
2020-02-08,nd,-1.68693605335426
2020-02-08,oh,1.50238554461475
2020-02-08,sd,0.257885340210273
2020-02-08,wi,1.80759188592086
2020-02-08,ct,-0.503306029803618
2020-02-08,me,-1.20339317419609
2020-02-08,ma,-0.533175355450244
2020-02-08,nh,-2.25704711216242
2020-02-08,nj,-0.632723677706382
2020-02-08,ny,-0.257987695971429
2020-02-08,pa,0.399002493765588
2020-02-08,ri,6.96690982133419
2020-02-08,vt,-0.949648827777239
2020-02-09,ak,-0.353495679497251
2020-02-09,az,0.248954391555456
2020-02-09,ca,-0.0198787396878952
2020-02-09,co,-1.65664135686815
2020-02-09,hi,-1.12871287128713
2020-02-09,id,-1.31617148940288
2020-02-09,mt,0.337837837837851
2020-02-09,nv,0.149985001499831
2020-02-09,nm,0.248979185340104
2020-02-09,or,0.947630922693277
2020-02-09,ut,-0.788501846491663
2020-02-09,wa,-1.723970000974
2020-02-09,wy,0.039150435548585
2020-02-09,al,2.75389025389026
2020-02-09,ar,2.3691514670896
2020-02-09,dc,-0.108055009823183
2020-02-09,de,-0.701789067905512
2020-02-09,fl,0.109901089019893
2020-02-09,ga,1.5036835200323
2020-02-09,ky,4.5463981731368
2020-02-09,la,2.02388180530257
2020-02-09,md,0.287669874020424
2020-02-09,ms,0.789684126349455
2020-02-09,nc,1.17444568188723
2020-02-09,ok,3.54090354090355
2020-02-09,sc,1.52217741935483
2020-02-09,tn,2.57594417077176
2020-02-09,tx,0.150375939849634
2020-02-09,va,1.10508338356439
2020-02-09,wv,3.42921486334324
2020-02-09,il,0.90162292125826
2020-02-09,in,3.07676788056088
2020-02-09,ia,-0.781172747948178
2020-02-09,ks,-0.822055137844602
2020-02-09,mi,1.22318026869861
2020-02-09,mn,0.337938574694374
2020-02-09,mo,-1.78821178821178
2020-02-09,ne,-1.52184585174275
2020-02-09,nd,-1.47289866457188
2020-02-09,oh,1.48058006287395
2020-02-09,sd,0.386406420291285
2020-02-09,wi,2.03876669679623
2020-02-09,ct,-0.649990151664381
2020-02-09,me,-1.27056042549001
2020-02-09,ma,-0.512820512820522
2020-02-09,nh,-2.30292294065545
2020-02-09,nj,-0.642482949490963
2020-02-09,ny,-0.445456345278161
2020-02-09,pa,0.428713858424734
2020-02-09,ri,6.91877046582867
2020-02-09,vt,-1.37094388006707
2020-02-10,ak,-0.549234994115333
2020-02-10,az,0.00994431185361577
2020-02-10,ca,-0.228401191658401
2020-02-10,co,-2.49705072748722
2020-02-10,hi,-2.26958752713637
2020-02-10,id,-1.43905736913271
2020-02-10,mt,0.517876705507425
2020-02-10,nv,-0.0998003992016105
2020-02-10,nm,-0.297707651086632
2020-02-10,or,0.627865258122373
2020-02-10,ut,-1.24464801354177
2020-02-10,wa,-1.70581928063164
2020-02-10,wy,0.245483110761979
2020-02-10,al,2.51353836722181
2020-02-10,ar,2.29725715417368
2020-02-10,dc,-0.303921568627452
2020-02-10,de,-0.857565303104979
2020-02-10,fl,-0.209580838323364
2020-02-10,ga,1.16817724068479
2020-02-10,ky,4.43569281790859
2020-02-10,la,1.86963112683172
2020-02-10,md,0.0495098524606608
2020-02-10,ms,0.778753993610226
2020-02-10,nc,0.949782762453277
2020-02-10,ok,3.31132554596241
2020-02-10,sc,1.25628140703518
2020-02-10,tn,2.43952439524395
2020-02-10,tx,0.0300601202404716
2020-02-10,va,1.0644707772645
2020-02-10,wv,3.52796809489722
2020-02-10,il,0.680340170085025
2020-02-10,in,3.46494762288476
2020-02-10,ia,-0.888450148075015
2020-02-10,ks,-0.941978154123668
2020-02-10,mi,0.980784627702169
2020-02-10,mn,0.238308013106958
2020-02-10,mo,-1.85517654099342
2020-02-10,ne,-1.94964240227294
2020-02-10,nd,-1.77538008827857
2020-02-10,oh,1.35778700982876
2020-02-10,sd,0.227767874826679
2020-02-10,wi,2.03979099678457
2020-02-10,ct,-0.973547054774304
2020-02-10,me,-1.62241887905605
2020-02-10,ma,-0.650054171180925
2020-02-10,nh,-2.57241040746194
2020-02-10,nj,-0.889064506569204
2020-02-10,ny,-0.761095186320049
2020-02-10,pa,0.239067636218748
2020-02-10,ri,6.93330519206417
2020-02-10,vt,-1.87955126943516
2020-02-11,ak,-0.382352941176467
2020-02-11,az,-0.0099354197714896
2020-02-11,ca,-0.228219884897796
2020-02-11,co,-3.05882352941177
2020-02-11,hi,-2.49236528420845
2020-02-11,id,-1.38768430182133
2020-02-11,mt,1.08880231745081
2020-02-11,nv,-0.189280733213781
2020-02-11,nm,-0.584216259035542
2020-02-11,or,0.607509212229851
2020-02-11,ut,-1.54014308426073
2020-02-11,wa,-1.53185676651379
2020-02-11,wy,0.758695437974199
2020-02-11,al,2.46838025295797
2020-02-11,ar,2.46388284187611
2020-02-11,dc,-0.215348472983556
2020-02-11,de,-0.835380835380828
2020-02-11,fl,-0.269246110889509
2020-02-11,ga,1.03527992763093
2020-02-11,ky,4.53181583031557
2020-02-11,la,2.02927814235234
2020-02-11,md,0.0988728495155078
2020-02-11,ms,0.908183632734527
2020-02-11,nc,0.978710523660586
2020-02-11,ok,3.50289369479135
2020-02-11,sc,1.11300511380727
2020-02-11,tn,2.49948780987503
2020-02-11,tx,0.0600961538461453
2020-02-11,va,1.16384067422495
2020-02-11,wv,3.74041900868678
2020-02-11,il,0.679592244653193
2020-02-11,in,4.06397746705562
2020-02-11,ia,-0.798265497191286
2020-02-11,ks,-0.861637110509972
2020-02-11,mi,0.818771842236643
2020-02-11,mn,0.337201229792727
2020-02-11,mo,-1.73324036258591
2020-02-11,ne,-2.12100478936565
2020-02-11,nd,-1.8123040752351
2020-02-11,oh,1.3763789090173
2020-02-11,sd,0.376088677751385
2020-02-11,wi,2.31155778894472
2020-02-11,ct,-0.923379174852645
2020-02-11,me,-1.73836181496758
2020-02-11,ma,-0.590318772136944
2020-02-11,nh,-2.82889584964762
2020-02-11,nj,-0.997038499506409
2020-02-11,ny,-0.779553976712066
2020-02-11,pa,0.26868345108968
2020-02-11,ri,6.813627254509
2020-02-11,vt,-2.14103319583578
2020-02-12,ak,-0.215411730147852
2020-02-12,az,0.456893126738178
2020-02-12,ca,-0.128968253968254
2020-02-12,co,-3.38584988746452
2020-02-12,hi,-2.45320197044334
2020-02-12,id,-1.12640801001251
2020-02-12,mt,1.64180598658525
2020-02-12,nv,0.109474522292996
2020-02-12,nm,0.069204152249136
2020-02-12,or,0.917614203072015
2020-02-12,ut,-1.40998907754939
2020-02-12,wa,-1.24084025403028
2020-02-12,wy,1.46549163283494
2020-02-12,al,2.6111791105671
2020-02-12,ar,2.632360217714
2020-02-12,dc,-0.234581174860726
2020-02-12,de,-0.265905062044525
2020-02-12,fl,-0.139636943945742
2020-02-12,ga,1.11569001909739
2020-02-12,ky,4.61300309597523
2020-02-12,la,2.46464646464646
2020-02-12,md,0.187654320987662
2020-02-12,ms,0.718993409227076
2020-02-12,nc,1.10987791342951
2020-02-12,ok,3.80981408107284
2020-02-12,sc,1.19238476953907
2020-02-12,tn,2.66120777891503
2020-02-12,tx,0.250576325548768
2020-02-12,va,1.31420545746388
2020-02-12,wv,4.41462665164396
2020-02-12,il,0.659011482775829
2020-02-12,in,2.66545966606315
2020-02-12,ia,-0.521910388970948
2020-02-12,ks,-0.601805416248757
2020-02-12,mi,0.917431192660545
2020-02-12,mn,0.564971751412413
2020-02-12,mo,-1.46487294469357
2020-02-12,ne,-2.10937500000001
2020-02-12,nd,-1.70404465772206
2020-02-12,oh,1.68084244633455
2020-02-12,sd,0.63297398872515
2020-02-12,wi,2.65406655272946
2020-02-12,ct,-0.804789478849743
2020-02-12,me,-1.85275953337908
2020-02-12,ma,-0.609037328094297
2020-02-12,nh,-2.69132902720689
2020-02-12,nj,-0.898587933247752
2020-02-12,ny,-0.680473372781076
2020-02-12,pa,0.457665903890159
2020-02-12,ri,6.88092729188621
2020-02-12,vt,-2.22505391099784
2020-02-13,ak,-0.234672924611323
2020-02-13,az,0.873535834822325
2020-02-13,ca,-0.0595297152495289
2020-02-13,co,-3.72324831427734
2020-02-13,hi,-2.38541153277477
2020-02-13,id,-0.903846153846155
2020-02-13,mt,1.8103620724145
2020-02-13,nv,0.368232484076425
2020-02-13,nm,0.581681948141566
2020-02-13,or,0.96729158356601
2020-02-13,ut,-1.21091811414392
2020-02-13,wa,-0.949583945178656
2020-02-13,wy,1.39369378274192
2020-02-13,al,2.47580234335201
2020-02-13,ar,2.46217739543164
2020-02-13,dc,-0.175781250000007
2020-02-13,de,0.335835638087723
2020-02-13,fl,-0.189337319382166
2020-02-13,ga,1.03424038558089
2020-02-13,ky,4.51925056619313
2020-02-13,la,2.87420301588908
2020-02-13,md,0.187506167966056
2020-02-13,ms,0.189620758483033
2020-02-13,nc,0.977526957573316
2020-02-13,ok,3.76802762543165
2020-02-13,sc,0.950190038007603
2020-02-13,tn,2.5766871165644
2020-02-13,tx,0.320737696702422
2020-02-13,va,1.32317562149158
2020-02-13,wv,4.70817519745614
2020-02-13,il,0.528889332401961
2020-02-13,in,0.88522281460619
2020-02-13,ia,-0.344284871139089
2020-02-13,ks,-0.581628559967906
2020-02-13,mi,0.826528579964148
2020-02-13,mn,0.803173029251369
2020-02-13,mo,-1.36494968616121
2020-02-13,ne,-2.08800858620354
2020-02-13,nd,-1.83082044252987
2020-02-13,oh,1.78209801539084
2020-02-13,sd,0.83044982698961
2020-02-13,wi,2.77359059391016
2020-02-13,ct,-0.745756059267977
2020-02-13,me,-2.25916870415648
2020-02-13,ma,-0.608379943087023
2020-02-13,nh,-3.02882266731802
2020-02-13,nj,-0.898854207822997
2020-02-13,ny,-0.53254437869823
2020-02-13,pa,0.447583051521772
2020-02-13,ri,6.85364824968369
2020-02-13,vt,-2.47602270503033
2020-02-14,ak,-0.283147822690888
2020-02-14,az,1.21963311849282
2020-02-14,ca,0
2020-02-14,co,-3.73731459797033
2020-02-14,hi,-2.13185945519146
2020-02-14,id,-0.633640552995385
2020-02-14,mt,1.97723187537449
2020-02-14,nv,0.556770729767342
2020-02-14,nm,1.12149532710279
2020-02-14,or,0.926202569465207
2020-02-14,ut,-0.942366828687635
2020-02-14,wa,-0.646868568068215
2020-02-14,wy,1.34281200631912
2020-02-14,al,2.19757859395666
2020-02-14,ar,2.27227820588816
2020-02-14,dc,-0.292312189418298
2020-02-14,de,0.92124814264487
2020-02-14,fl,-0.318503035732054
2020-02-14,ga,0.922490724957381
2020-02-14,ky,4.33131479010571
2020-02-14,la,3.07816929931146
2020-02-14,md,0.157697614823582
2020-02-14,ms,-0.279079039170738
2020-02-14,nc,0.825281803542688
2020-02-14,ok,3.72437588796426
2020-02-14,sc,0.708724296266716
2020-02-14,tn,2.45993671532101
2020-02-14,tx,0.380685233420164
2020-02-14,va,1.23086160312218
2020-02-14,wv,4.76043910946957
2020-02-14,il,0.398644608331655
2020-02-14,in,-0.613435237329041
2020-02-14,ia,-0.343642611683848
2020-02-14,ks,-0.581220563182694
2020-02-14,mi,0.59618441971383
2020-02-14,mn,0.89161878343571
2020-02-14,mo,-1.31487199920312
2020-02-14,ne,-2.06527033609353
2020-02-14,nd,-1.99432984651482
2020-02-14,oh,1.87284875480866
2020-02-14,sd,0.710339384372527
2020-02-14,wi,2.79032419953829
2020-02-14,ct,-0.794351279788175
2020-02-14,me,-2.97415894685519
2020-02-14,ma,-0.715405723245788
2020-02-14,nh,-3.22202694786174
2020-02-14,nj,-0.849970349871532
2020-02-14,ny,-0.483139420232692
2020-02-14,pa,0.397574793758082
2020-02-14,ri,6.68073878627968
2020-02-14,vt,-2.66810007818608
2020-02-15,ak,-0.487567040468062
2020-02-15,az,1.38641315111903
2020-02-15,ca,-0.138751238850343
2020-02-15,co,-3.85964912280701
2020-02-15,hi,-2.2413112164297
2020-02-15,id,-0.670562314397938
2020-02-15,mt,1.77361498605022
2020-02-15,nv,0.786930969220045
2020-02-15,nm,1.57982533608085
2020-02-15,or,0.746120175089526
2020-02-15,ut,-0.921248142644882
2020-02-15,wa,-0.510304219823365
2020-02-15,wy,0.749285221334905
2020-02-15,al,1.62519045200609
2020-02-15,ar,1.65647801222637
2020-02-15,dc,-0.612185404722565
2020-02-15,de,1.45963658028003
2020-02-15,fl,-0.626367070988265
2020-02-15,ga,0.470658922491496
2020-02-15,ky,3.66465349575187
2020-02-15,la,2.98613219961534
2020-02-15,md,-0.167306367483522
2020-02-15,ms,-1.59330810595499
2020-02-15,nc,0.291193894969366
2020-02-15,ok,3.35563665855636
2020-02-15,sc,0.149417272636732
2020-02-15,tn,2.04788588894549
2020-02-15,tx,0.0800320128051313
2020-02-15,va,0.818690095846653
2020-02-15,wv,4.10046130189647
2020-02-15,il,-0.0795782353526286
2020-02-15,in,-3.04553221429289
2020-02-15,ia,-0.725419076561129
2020-02-15,ks,-1.02051025512756
2020-02-15,mi,0.158777413912881
2020-02-15,mn,0.662579113924044
2020-02-15,mo,-1.67114294240526
2020-02-15,ne,-2.42170783894183
2020-02-15,nd,-2.34329232571764
2020-02-15,oh,1.65975103734439
2020-02-15,sd,0.393739541293425
2020-02-15,wi,2.22422602945596
2020-02-15,ct,-1.03072543437716
2020-02-15,me,-3.83007679595606
2020-02-15,ma,-1.20293398533008
2020-02-15,nh,-3.80646417445483
2020-02-15,nj,-1.02787112077486
2020-02-15,ny,-0.640520299566427
2020-02-15,pa,0
2020-02-15,ri,6.25131995776136
2020-02-15,vt,-3.04007820136852
2020-02-16,ak,-0.360834796177101
2020-02-16,az,1.70347628008318
2020-02-16,ca,0.00992161920825296
2020-02-16,co,-3.78204503362902
2020-02-16,hi,-2.02849792202652
2020-02-16,id,-0.440528634361237
2020-02-16,mt,1.621729181176
2020-02-16,nv,1.24987501249876
2020-02-16,nm,2.20588235294117
2020-02-16,or,0.795782353526309
2020-02-16,ut,-0.732890957710208
2020-02-16,wa,-0.157418339236515
2020-02-16,wy,0.463419443896673
2020-02-16,al,1.44264959869957
2020-02-16,ar,1.36972802522664
2020-02-16,dc,-0.592118035332945
2020-02-16,de,2.14421063129551
2020-02-16,fl,-0.725790415589589
2020-02-16,ga,0.310310310310302
2020-02-16,ky,3.44651257925956
